pattern,ratio,seed,area_bin,method,mean_sample_dice,delta_vs_sparse_unet,num_samples
random,0.25,20260703,large,world_curve_unet,0.6582444099808973,0.002896311151363684,130
random,0.25,20260703,large,world_unet,0.6832263513228541,0.027878252493320543,130
random,0.25,20260703,medium,sparse_unet,0.6658320937217225,,130
random,0.25,20260703,medium,world_curve_unet,0.6597339491657472,-0.006098144555975238,130
random,0.25,20260703,medium,world_unet,0.650221161437886,-0.015610932283836476,130
random,0.25,20260703,small,sparse_unet,0.6183168334648462,,140
random,0.25,20260703,small,world_curve_unet,0.6132677537784171,-0.005049079686429092,140
random,0.25,20260703,small,world_unet,0.5821720521493782,-0.036144781315468055,140
random,0.5,20260701,large,sparse_unet,0.6806879759995352,,130
random,0.5,20260701,large,world_curve_unet,0.7279397287885329,0.047251752788997625,130
random,0.5,20260701,large,world_unet,0.7589250029189405,0.07823702691940526,130
random,0.5,20260701,medium,sparse_unet,0.6933607515618962,,130
random,0.5,20260701,medium,world_curve_unet,0.7333305583829955,0.039969806821099296,130
random,0.5,20260701,medium,world_unet,0.7176846721338915,0.024323920571995283,130
random,0.5,20260701,small,sparse_unet,0.6590817674232798,,140
random,0.5,20260701,small,world_curve_unet,0.7208612904545656,0.061779523031285755,140
random,0.5,20260701,small,world_unet,0.6831672506801996,0.024085483256919726,140
random,0.5,20260702,large,sparse_unet,0.6742727958536293,,130
random,0.5,20260702,large,world_curve_unet,0.7246082403407739,0.050335444487144554,130
random,0.5,20260702,large,world_unet,0.7527428963520858,0.07847010049845649,130
random,0.5,20260702,medium,sparse_unet,0.6910188226441142,,130
random,0.5,20260702,medium,world_curve_unet,0.7312915613022367,0.04027273865812253,130
random,0.5,20260702,medium,world_unet,0.7182240020163777,0.02720517937226352,130
random,0.5,20260702,small,sparse_unet,0.6541760658046623,,140
random,0.5,20260702,small,world_curve_unet,0.7212046588595526,0.0670285930548904,140
random,0.5,20260702,small,world_unet,0.6930855674990853,0.03890950169442309,140
random,0.5,20260703,large,sparse_unet,0.674165067239037,,130
random,0.5,20260703,large,world_curve_unet,0.7300874655173483,0.05592239827831125,130
random,0.5,20260703,large,world_unet,0.7562361211067555,0.08207105386771851,130
random,0.5,20260703,medium,sparse_unet,0.6948582167978895,,130
random,0.5,20260703,medium,world_curve_unet,0.734496830381548,0.0396386135836585,130
random,0.5,20260703,medium,world_unet,0.7194536198237809,0.02459540302589136,130
random,0.5,20260703,small,sparse_unet,0.6619889877286468,,140
random,0.5,20260703,small,world_curve_unet,0.7268835126540557,0.06489452492540893,140
random,0.5,20260703,small,world_unet,0.6902886510455569,0.02829966331691014,140
random,0.75,20260701,large,sparse_unet,0.6794078549568661,,130
random,0.75,20260701,large,world_curve_unet,0.7394729312167221,0.06006507625985602,130
random,0.75,20260701,large,world_unet,0.7742174585527231,0.094809603595857,130
random,0.75,20260701,medium,sparse_unet,0.704313210162895,,130
